date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:06:01	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c814-e45750a3d163ca15;gz%22	https://www.beingeorge.com/robots.txt		(from )
03:06:01	29821/29821	---M-Z	200	added ('OK')	text/html	etag:%22747d-5eb278a4-9f004cc6fdec688a;gz%22	https://www.beingeorge.com/efron/	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/index.html	(from )
03:06:01	477/477	---M--	200	added ('OK')	image/png	etag:%221dd-5eb278a4-29fa15aed31b34da;;;%22	https://www.beingeorge.com/efron/assets/images/favicon.png	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/favicon.png	(from https://www.beingeorge.com/efron/)
03:06:02	155758/155758	---M-Z	200	added ('OK')	text/css	etag:%222606e-5eb278a4-678d54e1c9057634;gz%22	https://www.beingeorge.com/efron/assets/bootstrap/css/bootstrap.min.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/bootstrap/css/bootstrap.min.css	(from https://www.beingeorge.com/efron/)
03:06:02	56518/56518	---M-Z	200	added ('OK')	text/css	etag:%22dcc6-5eb278a4-bba3c86e19bbd069;gz%22	https://www.beingeorge.com/efron/assets/css/fontawesome.min.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/fontawesome.min.css	(from https://www.beingeorge.com/efron/)
03:06:03	19780/19780	---M-Z	200	added ('OK')	text/css	etag:%224d44-5eb278a4-64b11ec5d1c8ef20;gz%22	https://www.beingeorge.com/efron/assets/css/swiper.min.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/swiper.min.css	(from https://www.beingeorge.com/efron/)
03:06:03	2457/2457	---M-Z	200	added ('OK')	text/css	etag:%22999-5eb278a4-547177d02ab7378b;gz%22	https://www.beingeorge.com/efron/assets/css/photoswipe.min.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/photoswipe.min.css	(from https://www.beingeorge.com/efron/)
03:06:03	7943/7943	---M-Z	200	added ('OK')	text/css	etag:%221f07-5eb278a4-516da7c5ea909b49;gz%22	https://www.beingeorge.com/efron/assets/css/default-skin.min.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/default-skin.min.css	(from https://www.beingeorge.com/efron/)
03:06:04	1598/1598	---M-Z	200	added ('OK')	text/css	etag:%2263e-5eb278a4-11c296e315cbdb1e;gz%22	https://www.beingeorge.com/efron/assets/css/smooth-scrollbar.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/smooth-scrollbar.css	(from https://www.beingeorge.com/efron/)
03:06:04	14256/14256	---M-Z	200	added ('OK')	text/css	etag:%2237b0-5eb2d166-e9cd1dfadc1332b6;gz%22	https://www.beingeorge.com/efron/assets/css/Efron.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/Efron.css	(from https://www.beingeorge.com/efron/)
03:06:05	25/25	---M--	200	added ('OK')	text/css	etag:%2219-5eb278a4-785057b43fbb9bc3;;;%22	https://www.beingeorge.com/efron/assets/css/custom.css	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/css/custom.css	(from https://www.beingeorge.com/efron/)
03:06:06	60606/60606	---M--	200	added ('OK')	image/jpeg	etag:%22ecbe-5eb278a4-9b7bdb31e5ca2eb;;;%22	https://www.beingeorge.com/efron/assets/images/p4-4.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p4-4.jpg	(from https://www.beingeorge.com/efron/)
03:06:08	63723/63723	---M--	200	added ('OK')	image/jpeg	etag:%22f8eb-5eb278a4-2a600a9884d5cbe7;;;%22	https://www.beingeorge.com/efron/assets/images/p5-5.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p5-5.jpg	(from https://www.beingeorge.com/efron/)
03:06:08	50926/50926	---M--	200	added ('OK')	image/jpeg	etag:%22c6ee-5eb278a4-dae4d3d43b0461d5;;;%22	https://www.beingeorge.com/efron/assets/images/p1-1.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p1-1.jpg	(from https://www.beingeorge.com/efron/)
03:06:10	42158/42158	---M--	200	added ('OK')	image/jpeg	etag:%22a4ae-5eb278a4-5102fbc8878f4765;;;%22	https://www.beingeorge.com/efron/assets/images/p2-2.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p2-2.jpg	(from https://www.beingeorge.com/efron/)
03:06:10	58239/58239	---M--	200	added ('OK')	image/jpeg	etag:%22e37f-5eb278a4-17e1ced5f81deea2;;;%22	https://www.beingeorge.com/efron/assets/images/p3-3.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p3-3.jpg	(from https://www.beingeorge.com/efron/)
03:06:10	37583/37583	---M--	200	added ('OK')	image/jpeg	etag:%2292cf-5eb278a4-9f774ff5920c4941;;;%22	https://www.beingeorge.com/efron/assets/images/p6-6.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p6-6.jpg	(from https://www.beingeorge.com/efron/)
03:06:11	27545/27545	---M--	200	added ('OK')	image/jpeg	etag:%226b99-5eb278a4-5a73c0da03a714ed;;;%22	https://www.beingeorge.com/efron/assets/images/p7-7.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p7-7.jpg	(from https://www.beingeorge.com/efron/)
03:06:11	2011831/2011831	---M--	200	added ('OK')	image/jpeg	etag:%221eb2b7-5eb278a4-7c480941328c942a;;;%22	https://www.beingeorge.com/efron/assets/images/banner.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/banner.jpg	(from https://www.beingeorge.com/efron/)
03:06:11	75050/75050	---M--	200	added ('OK')	image/jpeg	etag:%221252a-5eb278a4-eb131519be79fecf;;;%22	https://www.beingeorge.com/efron/assets/images/p8-8.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p8-8.jpg	(from https://www.beingeorge.com/efron/)
03:06:12	143885/143885	---M--	200	added ('OK')	image/jpeg	etag:%222320d-5eb278a4-68fb2b89f4cd4fa3;;;%22	https://www.beingeorge.com/efron/assets/images/avatar1.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/avatar1.jpg	(from https://www.beingeorge.com/efron/)
03:06:12	88150/88150	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215856-5eb278a4-a9de46fa715ac2b8;gz%22	https://www.beingeorge.com/efron/assets/js/jquery.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/jquery.js	(from https://www.beingeorge.com/efron/)
03:06:12	86594/86594	---M--	200	added ('OK')	image/jpeg	etag:%2215242-5eb278a4-b6b50c700b3cdee;;;%22	https://www.beingeorge.com/efron/assets/images/p9-9.jpg	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/images/p9-9.jpg	(from https://www.beingeorge.com/efron/)
03:06:12	116228/116228	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c604-5eb278a4-b2033f2c84ab75c7;gz%22	https://www.beingeorge.com/efron/assets/js/tweenmax.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/tweenmax.min.js	(from https://www.beingeorge.com/efron/)
03:06:13	21003/21003	---M-Z	200	added ('OK')	application/x-javascript	etag:%22520b-5eb278a4-a6cd75eee6396a74;gz%22	https://www.beingeorge.com/efron/assets/bootstrap/js/popper.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/bootstrap/js/popper.js	(from https://www.beingeorge.com/efron/)
03:06:13	58072/58072	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e2d8-5eb278a4-213c4da8b1b590fc;gz%22	https://www.beingeorge.com/efron/assets/bootstrap/js/bootstrap.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/bootstrap/js/bootstrap.min.js	(from https://www.beingeorge.com/efron/)
03:06:14	77349/77349	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212e25-5eb278a4-703e489f3a3fed25;gz%22	https://www.beingeorge.com/efron/assets/js/smooth-scrollbar.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/smooth-scrollbar.js	(from https://www.beingeorge.com/efron/)
03:06:14	127934/127934	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f3be-5eb278a4-b81a4228a3a7fafd;gz%22	https://www.beingeorge.com/efron/assets/js/swiper.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/swiper.min.js	(from https://www.beingeorge.com/efron/)
03:06:15	12463/12463	---M-Z	200	added ('OK')	application/x-javascript	etag:%2230af-5eb278a4-8763c76864cb9a9f;gz%22	https://www.beingeorge.com/efron/assets/js/typed.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/typed.js	(from https://www.beingeorge.com/efron/)
03:06:15	17313/17313	---M-Z	200	added ('OK')	application/x-javascript	etag:%2243a1-5eb278a4-d081f1a4c51bbe15;gz%22	https://www.beingeorge.com/efron/assets/js/parallax.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/parallax.min.js	(from https://www.beingeorge.com/efron/)
03:06:15	31726/31726	---M-Z	200	added ('OK')	application/x-javascript	etag:%227bee-5eb278a4-c19ff1e253ddea70;gz%22	https://www.beingeorge.com/efron/assets/js/photoswipe.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/photoswipe.min.js	(from https://www.beingeorge.com/efron/)
03:06:16	9876/9876	---M-Z	200	added ('OK')	application/x-javascript	etag:%222694-5eb278a4-2e5b19dee8679c08;gz%22	https://www.beingeorge.com/efron/assets/js/photoswipe-ui-default.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/photoswipe-ui-default.min.js	(from https://www.beingeorge.com/efron/)
03:06:16	6260/6260	---M-Z	200	added ('OK')	application/x-javascript	etag:%221874-5eb278a4-656d74251dcbf5b7;gz%22	https://www.beingeorge.com/efron/assets/js/pswp.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/pswp.js	(from https://www.beingeorge.com/efron/)
03:06:17	22440/22440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2257a8-5eb278a4-20f0a229c627cd2b;gz%22	https://www.beingeorge.com/efron/assets/js/imagesloaded.pkgd.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/imagesloaded.pkgd.js	(from https://www.beingeorge.com/efron/)
03:06:17	14193/14193	---M-Z	200	added ('OK')	application/x-javascript	etag:%223771-5eb278a4-e7b940da14b53e26;gz%22	https://www.beingeorge.com/efron/assets/js/jquery.shuffle.min.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/jquery.shuffle.min.js	(from https://www.beingeorge.com/efron/)
03:06:17	596/596	---M-Z	200	added ('OK')	application/x-javascript	etag:%22254-5eb278a4-81e67616e9a4bc43;gz%22	https://www.beingeorge.com/efron/assets/js/custom-shuffle-init.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/custom-shuffle-init.js	(from https://www.beingeorge.com/efron/)
03:06:18	3079/3079	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c07-5eb2d100-d9a6944b5ce4aaa2;gz%22	https://www.beingeorge.com/efron/assets/js/custom.js	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/js/custom.js	(from https://www.beingeorge.com/efron/)
03:06:18	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fac6-5eb278a4-113c88a3d6477f0d;;;%22	https://www.beingeorge.com/efron/assets/webfonts/fa-brands-400.eot	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/webfonts/fa-brands-400.eot	(from https://www.beingeorge.com/efron/assets/css/fontawesome.min.css)
03:06:19	74680/74680	---M--	200	added ('OK')	font/woff2	etag:%22123b8-5eb278a4-58a351f625e478e1;;;%22	https://www.beingeorge.com/efron/assets/webfonts/fa-brands-400.woff2	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/webfonts/fa-brands-400.woff2	(from https://www.beingeorge.com/efron/assets/css/fontawesome.min.css)
03:06:20	129428/129428	---M--	200	added ('OK')	application/x-font-ttf	etag:%221f994-5eb278a4-9d210ee5dfebad17;;;%22	https://www.beingeorge.com/efron/assets/webfonts/fa-brands-400.ttf	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/webfonts/fa-brands-400.ttf	(from https://www.beingeorge.com/efron/assets/css/fontawesome.min.css)
03:06:20	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22865a-5eb278a4-72ed9a91b84431de;;;%22	https://www.beingeorge.com/efron/assets/webfonts/fa-regular-400.eot	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/webfonts/fa-regular-400.eot	(from https://www.beingeorge.com/efron/assets/css/fontawesome.min.css)
03:06:22	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fac6-5eb278a4-113c88a3d6477f0d;;;%22	https://www.beingeorge.com/efron/assets/webfonts/fa-brands-400.eot?	D:/WebDevelopment/Projects/mitech/www.beingeorge.com/efron/assets/webfonts/fa-brands-400d41d.eot	(from https://www.beingeorge.com/efron/assets/css/fontawesome.min.css)
